code,description,last_updated
T268,Corrosion of other parts of eye and adnexa,2025-09-12
T269,"Corrosion of eye and adnexa, part unspecified",2025-09-12
T27,,2025-09-12
T270,Burn of larynx and trachea,2025-09-12
T271,Burn involving larynx and trachea with lung,2025-09-12
T272,Burn of other parts of respiratory tract,2025-09-12
T273,"Burn of respiratory tract, part unspecified",2025-09-12
T274,Corrosion of larynx and trachea,2025-09-12
T275,Corrosion involving larynx and trachea with lung,2025-09-12
T276,Corrosion of other parts of respiratory tract,2025-09-12
T277,"Corrosion of respiratory tract, part unspecified",2025-09-12
T28,,2025-09-12
T280,Burn of mouth and pharynx,2025-09-12
T281,Burn of oesophagus,2025-09-12
T282,Burn of other parts of alimentary tract,2025-09-12
T283,Burn of internal genitourinary organs,2025-09-12
T284,Burn of other and unspecified internal organs,2025-09-12
T285,Corrosion of mouth and pharynx,2025-09-12
T286,Corrosion of oesophagus,2025-09-12
T287,Corrosion of other parts of alimentary tract,2025-09-12
T288,Corrosion of internal genitourinary organs,2025-09-12
T289,Corrosion of other and unspecified internal organs,2025-09-12
T29,,2025-09-12
T290,"Burns of multiple regions, unspecified degree",2025-09-12
T291,"Burns of multiple regions, no more than first-degree burns mentioned",2025-09-12
T292,"Burns of multiple regions, no more than second-degree burns mentioned",2025-09-12
T293,"Burns of multiple regions, at least one burn of third degree mentioned",2025-09-12
T294,"Corrosions of multiple regions, unspecified degree",2025-09-12
T295,"Corrosions of multiple regions, no more than first-degree corrosions mentioned",2025-09-12
T296,"Corrosions of multiple regions, no more than second-degree corrosions mentioned",2025-09-12
T297,"Corrosions of multiple regions, at least one corrosion of third degree mentioned",2025-09-12
T30,,2025-09-12
T300,"Burn of unspecified body region, unspecified degree",2025-09-12
T301,"Burn of first degree, body region unspecified",2025-09-12
T302,"Burn of second degree, body region unspecified",2025-09-12
T303,"Burn of third degree, body region unspecified",2025-09-12
T304,"Corrosion of unspecified body region, unspecified degree",2025-09-12
T305,"Corrosion of first degree, body region unspecified",2025-09-12
T306,"Corrosion of second degree, body region unspecified",2025-09-12
T307,"Corrosion of third degree, body region unspecified",2025-09-12
T31,,2025-09-12
T310,Burns involving less than 10% of body surface,2025-09-12
T311,Burns involving 10-19% of body surface,2025-09-12
T312,Burns involving 20-29% of body surface,2025-09-12
T313,Burns involving 30-39% of body surface,2025-09-12
T314,Burns involving 40-49% of body surface,2025-09-12
T315,Burns involving 50-59% of body surface,2025-09-12
T316,Burns involving 60-69% of body surface,2025-09-12
T317,Burns involving 70-79% of body surface,2025-09-12
T318,Burns involving 80-89% of body surface,2025-09-12
T319,Burns involving 90% or more of body surface,2025-09-12
T32,,2025-09-12
T320,Corrosions involving less than 10% of body surface,2025-09-12
T321,Corrosions involving 10-19% of body surface,2025-09-12
T322,Corrosions involving 20-29% of body surface,2025-09-12
T323,Corrosions involving 30-39% of body surface,2025-09-12
T324,Corrosions involving 40-49% of body surface,2025-09-12
T325,Corrosions involving 50-59% of body surface,2025-09-12
T326,Corrosions involving 60-69% of body surface,2025-09-12
T327,Corrosions involving 70-79% of body surface,2025-09-12
T328,Corrosions involving 80-89% of body surface,2025-09-12
T329,Corrosions involving 90% or more of body surface,2025-09-12
T33,,2025-09-12
T330,Superficial frostbite of head,2025-09-12
T331,Superficial frostbite of neck,2025-09-12
T332,Superficial frostbite of thorax,2025-09-12
T333,"Superficial frostbite of abdominal wall, lower back and pelvis",2025-09-12
T334,Superficial frostbite of arm,2025-09-12
T335,Superficial frostbite of wrist and hand,2025-09-12
T336,Superficial frostbite of hip and thigh,2025-09-12
T337,Superficial frostbite of knee and lower leg,2025-09-12
T338,Superficial frostbite of ankle and foot,2025-09-12
T339,Superficial frostbite of other and unspecified sites,2025-09-12
T34,,2025-09-12
T340,Frostbite with tissue necrosis of head,2025-09-12
T341,Frostbite with tissue necrosis of neck,2025-09-12
T342,Frostbite with tissue necrosis of thorax,2025-09-12
T343,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis",2025-09-12
T344,Frostbite with tissue necrosis of arm,2025-09-12
T345,Frostbite with tissue necrosis of wrist and hand,2025-09-12
T346,Frostbite with tissue necrosis of hip and thigh,2025-09-12
T347,Frostbite with tissue necrosis of knee and lower leg,2025-09-12
T348,Frostbite with tissue necrosis of ankle and foot,2025-09-12
T349,Frostbite with tissue necrosis of other and unspecified sites,2025-09-12
T35,,2025-09-12
T350,Superficial frostbite involving multiple body regions,2025-09-12
T351,Frostbite with tissue necrosis involving multiple body regions,2025-09-12
T352,Unspecified frostbite of head and neck,2025-09-12
T353,"Unspecified frostbite of thorax, abdomen, lower back and pelvis",2025-09-12
T354,Unspecified frostbite of upper limb,2025-09-12
T355,Unspecified frostbite of lower limb,2025-09-12
T356,Unspecified frostbite involving multiple body regions,2025-09-12
T357,Unspecified frostbite of unspecified site,2025-09-12
T36,,2025-09-12
T360,Penicillins,2025-09-12
T361,Cefalosporins and other beta-lactam antibiotics,2025-09-12
T362,Chloramphenicol group,2025-09-12
T363,Macrolides,2025-09-12
T364,Tetracyclines,2025-09-12
T365,Aminoglycosides,2025-09-12
T366,Rifamycins,2025-09-12
T367,"Antifungal antibiotics, systemically used",2025-09-12
T368,Other systemic antibiotics,2025-09-12
T369,"Systemic antibiotic, unspecified",2025-09-12
T37,,2025-09-12
T370,Sulfonamides,2025-09-12
T371,Antimycobacterial drugs,2025-09-12
T372,Antimalarials and drugs acting on other blood protozoa,2025-09-12
T373,Other antiprotozoal drugs,2025-09-12
T374,Anthelminthics,2025-09-12
T375,Antiviral drugs,2025-09-12
T378,Other specified systemic anti-infectives and antiparasitics,2025-09-12
T379,"Systemic anti-infective and antiparasitic, unspecified",2025-09-12
T38,,2025-09-12
T380,Glucocorticoids and synthetic analogues,2025-09-12
T381,Thyroid hormones and substitutes,2025-09-12
T382,Antithyroid drugs,2025-09-12
T383,Insulin and oral hypoglycaemic [antidiabetic] drugs,2025-09-12
T384,Oral contraceptives,2025-09-12
T385,Other estrogens and progestogens,2025-09-12
T386,"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",2025-09-12
T387,Androgens and anabolic congeners,2025-09-12
T388,Other and unspecified hormones and their synthetic substitutes,2025-09-12
T389,Other and unspecified hormone antagonists,2025-09-12
T39,,2025-09-12
T390,Salicylates,2025-09-12
T391,4-Aminophenol derivatives,2025-09-12
T392,Pyrazolone derivatives,2025-09-12
T393,Other nonsteroidal anti-inflammatory drugs [NSAID],2025-09-12
T394,"Antirheumatics, not elsewhere classified",2025-09-12
T398,"Other nonopioid analgesics and antipyretics, not elsewhere classified",2025-09-12
T399,"Nonopioid analgesic, antipyretic and antirheumatic, unspecified",2025-09-12
T40,,2025-09-12
T400,Opium,2025-09-12
T401,Heroin,2025-09-12
T402,Other opioids,2025-09-12
T403,Methadone,2025-09-12
T404,Other synthetic narcotics,2025-09-12
T405,Cocaine,2025-09-12
T406,Other and unspecified narcotics,2025-09-12
T407,Cannabis (derivatives),2025-09-12
T408,Lysergide [LSD],2025-09-12
T409,Other and unspecified psychodysleptics [hallucinogens],2025-09-12
T41,,2025-09-12
T410,Inhaled anaesthetics,2025-09-12
T411,Intravenous anaesthetics,2025-09-12
T412,Other and unspecified general anaesthetics,2025-09-12
T413,Local anaesthetics,2025-09-12
T414,"Anaesthetic, unspecified",2025-09-12
T415,Therapeutic gases,2025-09-12
T42,,2025-09-12
T420,Hydantoin derivatives,2025-09-12
T421,Iminostilbenes,2025-09-12
T422,Succinimides and oxazolidinediones,2025-09-12
T423,Barbiturates,2025-09-12
T424,Benzodiazepines,2025-09-12
T425,"Mixed antiepileptics, not elsewhere classified",2025-09-12
T426,Other antiepileptic and sedative-hypnotic drugs,2025-09-12
T427,"Antiepileptic and sedative-hypnotic drugs, unspecified",2025-09-12
T428,Antiparkinsonism drugs and other central muscle-tone depressants,2025-09-12
T43,,2025-09-12
T430,Tricyclic and tetracyclic antidepressants,2025-09-12
T431,Monoamine-oxidase-inhibitor antidepressants,2025-09-12
T432,Other and unspecified antidepressants,2025-09-12
T433,Phenothiazine antipsychotics and neuroleptics,2025-09-12
T434,Butyrophenone and thioxanthene neuroleptics,2025-09-12
T435,Other and unspecified antipsychotics and neuroleptics,2025-09-12
T436,Psychostimulants with abuse potential,2025-09-12
T438,"Other psychotropic drugs, not elsewhere classified",2025-09-12
T439,"Psychotropic drug, unspecified",2025-09-12
T44,,2025-09-12
T440,Anticholinesterase agents,2025-09-12
T441,Other parasympathomimetics [cholinergics],2025-09-12
T442,"Ganglionic blocking drugs, not elsewhere classified",2025-09-12
T443,"Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",2025-09-12
T444,"Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",2025-09-12
T445,"Predominantly beta-adrenoreceptor agonists, not elsewhere classified",2025-09-12
T446,"Alpha-adrenoreceptor antagonists, not elsewhere classified",2025-09-12
T447,"Beta-adrenoreceptor antagonists, not elsewhere classified",2025-09-12
T448,"Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",2025-09-12
T449,Other and unspecified drugs primarily affecting the autonomic nervous system,2025-09-12
T45,,2025-09-12
T450,Antiallergic and antiemetic drugs,2025-09-12
T451,Antineoplastic and immunosuppressive drugs,2025-09-12
T452,"Vitamins, not elsewhere classified",2025-09-12
T453,"Enzymes, not elsewhere classified",2025-09-12
T454,Iron and its compounds,2025-09-12
T455,Anticoagulants,2025-09-12
T456,Fibrinolysis-affecting drugs,2025-09-12
T457,"Anticoagulant antagonists, vitamin K and other coagulants",2025-09-12
T458,Other primarily systemic and haematological agents,2025-09-12
T459,"Primarily systemic and haematological agent, unspecified",2025-09-12
T46,,2025-09-12
T460,Cardiac-stimulant glycosides and drugs of similar action,2025-09-12
T461,Calcium-channel blockers,2025-09-12
T462,"Other antidysrhythmic drugs, not elsewhere classified",2025-09-12
T463,"Coronary vasodilators, not elsewhere classified",2025-09-12
T464,Angiotensin-converting-enzyme inhibitors,2025-09-12
T465,"Other antihypertensive drugs, not elsewhere classified",2025-09-12
T466,Antihyperlipidaemic and antiarteriosclerotic drugs,2025-09-12
T467,Peripheral vasodilators,2025-09-12
T468,"Antivaricose drugs, including sclerosing agents",2025-09-12
T469,Other and unspecified agents primarily affecting the cardiovascular system,2025-09-12
T47,,2025-09-12
T470,Histamine H2-receptor antagonists,2025-09-12
T471,Other antacids and anti-gastric-secretion drugs,2025-09-12
T472,Stimulant laxatives,2025-09-12
T473,Saline and osmotic laxatives,2025-09-12
T474,Other laxatives,2025-09-12
T475,Digestants,2025-09-12
T476,Antidiarrhoeal drugs,2025-09-12
T477,Emetics,2025-09-12
T478,Other agents primarily affecting the gastrointestinal system,2025-09-12
T479,"Agent primarily affecting the gastrointestinal system, unspecified",2025-09-12
T48,,2025-09-12
T480,Oxytocic drugs,2025-09-12
T481,Skeletal muscle relaxants [neuromuscular blocking agents],2025-09-12
T482,Other and unspecified agents primarily acting on muscles,2025-09-12
T483,Antitussives,2025-09-12
T484,Expectorants,2025-09-12
T485,Anti-common-cold drugs,2025-09-12
T486,"Antiasthmatics, not elsewhere classified",2025-09-12
T487,Other and unspecified agents primarily acting on the respiratory system,2025-09-12
T49,,2025-09-12
T490,"Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",2025-09-12
T491,Antipruritics,2025-09-12
T492,Local astringents and local detergents,2025-09-12
T493,"Emollients, demulcents and protectants",2025-09-12
T494,"Keratolytics, keratoplastics and other hair treatment drugs and preparations",2025-09-12
T495,Ophthalmological drugs and preparations,2025-09-12
T496,Otorhinolaryngological drugs and preparations,2025-09-12
T497,"Dental drugs, topically applied",2025-09-12
T498,Other topical agents,2025-09-12
T499,"Topical agent, unspecified",2025-09-12
T50,,2025-09-12
T500,Mineralocorticoids and their antagonists,2025-09-12
T501,Loop [high-ceiling] diuretics,2025-09-12
T502,"Carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics",2025-09-12
T503,"Electrolytic, caloric and water-balance agents",2025-09-12
T504,Drugs affecting uric acid metabolism,2025-09-12
T505,Appetite depressants,2025-09-12
T506,"Antidotes and chelating agents, not elsewhere classified",2025-09-12
T507,Analeptics and opioid receptor antagonists,2025-09-12
T508,Diagnostic agents,2025-09-12
T509,"Other and unspecified drugs, medicaments and biological substances",2025-09-12
T51,,2025-09-12
T510,Ethanol,2025-09-12
T511,Methanol,2025-09-12
T512,2-Propanol,2025-09-12
T513,Fusel oil,2025-09-12
T518,Other alcohols,2025-09-12
T519,"Alcohol, unspecified",2025-09-12
T52,,2025-09-12
T520,Petroleum products,2025-09-12
T521,Benzene,2025-09-12
T522,Homologues of benzene,2025-09-12
T523,Glycols,2025-09-12
T524,Ketones,2025-09-12
T528,Other organic solvents,2025-09-12
T529,"Organic solvent, unspecified",2025-09-12
T53,,2025-09-12
T530,Carbon tetrachloride,2025-09-12
T531,Chloroform,2025-09-12
T532,Trichloroethylene,2025-09-12
T533,Tetrachloroethylene,2025-09-12
T534,Dichloromethane,2025-09-12
T535,Chlorofluorocarbons,2025-09-12
T536,Other halogen derivatives of aliphatic hydrocarbons,2025-09-12
T537,Other halogen derivatives of aromatic hydrocarbons,2025-09-12
T539,"Halogen derivative of aliphatic and aromatic hydrocarbons, unspecified",2025-09-12
T54,,2025-09-12
T540,Phenol and phenol homologues,2025-09-12
T541,Other corrosive organic compounds,2025-09-12
T542,Corrosive acids and acid-like substances,2025-09-12
T543,Corrosive alkalis and alkali-like substances,2025-09-12
T549,"Corrosive substance, unspecified",2025-09-12
T55,,2025-09-12
T56,,2025-09-12
T560,Lead and its compounds,2025-09-12
T561,Mercury and its compounds,2025-09-12
T562,Chromium and its compounds,2025-09-12
T563,Cadmium and its compounds,2025-09-12
T564,Copper and its compounds,2025-09-12
T565,Zinc and its compounds,2025-09-12
T566,Tin and its compounds,2025-09-12
T567,Beryllium and its compounds,2025-09-12
T568,Other metals,2025-09-12
T569,"Metal, unspecified",2025-09-12
T57,,2025-09-12
T570,Arsenic and its compounds,2025-09-12
T571,Phosphorus and its compounds,2025-09-12
T572,Manganese and its compounds,2025-09-12
T573,Hydrogen cyanide,2025-09-12
T578,Other specified inorganic substances,2025-09-12
T579,"Inorganic substance, unspecified",2025-09-12
T58,,2025-09-12
T59,,2025-09-12
T590,Nitrogen oxides,2025-09-12
T591,Sulfur dioxide,2025-09-12
T592,Formaldehyde,2025-09-12
T593,Lacrimogenic gas,2025-09-12
T594,Chlorine gas,2025-09-12
T595,Fluorine gas and hydrogen fluoride,2025-09-12
T596,Hydrogen sulfide,2025-09-12
T597,Carbon dioxide,2025-09-12
T598,"Other specified gases, fumes and vapours",2025-09-12
T599,"Gases, fumes and vapours, unspecified",2025-09-12
T60,,2025-09-12
T600,Organophosphate and carbamate insecticides,2025-09-12
T601,Halogenated insecticides,2025-09-12
T602,Other and unspecified insecticides,2025-09-12
T603,Herbicides and fungicides,2025-09-12
T604,Rodenticides,2025-09-12
T608,Other pesticides,2025-09-12
T609,"Pesticide, unspecified",2025-09-12
T61,,2025-09-12
T610,Ciguatera fish poisoning,2025-09-12
T611,Scombroid fish poisoning,2025-09-12
T612,Other fish and shellfish poisoning,2025-09-12
T618,Toxic effect of other seafoods,2025-09-12
T619,Toxic effect of unspecified seafood,2025-09-12
T62,,2025-09-12
T620,Ingested mushrooms,2025-09-12
T621,Ingested berries,2025-09-12
T622,Other ingested (parts of) plant(s),2025-09-12
T628,Other specified noxious substances eaten as food,2025-09-12
T629,"Noxious substance eaten as food, unspecified",2025-09-12
T63,,2025-09-12
T630,Snake venom,2025-09-12
T631,Venom of other reptiles,2025-09-12
T632,Venom of scorpion,2025-09-12
T633,Venom of spider,2025-09-12
T634,Venom of other arthropods,2025-09-12
T635,Toxic effect of contact with fish,2025-09-12
T636,Toxic effect of contact with other marine animals,2025-09-12
T638,Toxic effect of contact with other venomous animals,2025-09-12
T639,Toxic effect of contact with unspecified venomous animal,2025-09-12
T64,,2025-09-12
T65,,2025-09-12
T650,Cyanides,2025-09-12
T651,Strychnine and its salts,2025-09-12
T652,Tobacco and nicotine,2025-09-12
T653,Nitroderivatives and aminoderivatives of benzene and its homologues,2025-09-12
T654,Carbon disulfide,2025-09-12
T655,Nitroglycerin and other nitric acids and esters,2025-09-12
T656,"Paints and dyes, not elsewhere classified",2025-09-12
T658,Toxic effect of other specified substances,2025-09-12
T659,Toxic effect of unspecified substance,2025-09-12
T66,,2025-09-12
T67,,2025-09-12
T670,Heatstroke and sunstroke,2025-09-12
T671,Heat syncope,2025-09-12
T672,Heat cramp,2025-09-12
T673,"Heat exhaustion, anhydrotic",2025-09-12
T674,Heat exhaustion due to salt depletion,2025-09-12
T675,"Heat exhaustion, unspecified",2025-09-12
T676,"Heat fatigue, transient",2025-09-12
T677,Heat oedema,2025-09-12
T678,Other effects of heat and light,2025-09-12
T679,"Effect of heat and light, unspecified",2025-09-12
T68,,2025-09-12
T69,,2025-09-12
T690,Immersion hand and foot,2025-09-12
T691,Chilblains,2025-09-12
T698,Other specified effects of reduced temperature,2025-09-12
T699,"Effect of reduced temperature, unspecified",2025-09-12
T70,,2025-09-12
T700,Otitic barotrauma,2025-09-12
T701,Sinus barotrauma,2025-09-12
T702,Other and unspecified effects of high altitude,2025-09-12
T703,Caisson disease [decompression sickness],2025-09-12
T704,Effects of high-pressure fluids,2025-09-12
T708,Other effects of air pressure and water pressure,2025-09-12
T709,"Effect of air pressure and water pressure, unspecified",2025-09-12
T71,,2025-09-12
T73,,2025-09-12
T730,Effects of hunger,2025-09-12
T731,Effects of thirst,2025-09-12
T732,Exhaustion due to exposure,2025-09-12
T733,Exhaustion due to excessive exertion,2025-09-12
T738,Other effects of deprivation,2025-09-12
T739,"Effect of deprivation, unspecified",2025-09-12
T74,,2025-09-12
T740,Neglect or abandonment,2025-09-12
T741,Physical abuse,2025-09-12
T742,Sexual abuse,2025-09-12
T743,Psychological abuse,2025-09-12
T748,Other maltreatment syndromes,2025-09-12
T749,"Maltreatment syndrome, unspecified",2025-09-12
T75,,2025-09-12
T750,Effects of lightning,2025-09-12
T751,Drowning and nonfatal submersion,2025-09-12
T752,Effects of vibration,2025-09-12
T753,Motion sickness,2025-09-12
T754,Effects of electric current,2025-09-12
T758,Other specified effects of other external causes,2025-09-12
T76,,2025-09-12
T78,,2025-09-12
T780,Anaphylactic shock due to adverse food reaction,2025-09-12
T781,"Other adverse food reactions, not elsewhere classified",2025-09-12
T782,"Anaphylactic shock, unspecified",2025-09-12
T783,Angioneurotic oedema,2025-09-12
T784,"Allergy, unspecified",2025-09-12
T788,"Other adverse effects, not elsewhere classified",2025-09-12
T789,"Adverse effect, unspecified",2025-09-12
T79,,2025-09-12
T790,Air embolism (traumatic),2025-09-12
T791,Fat embolism (traumatic),2025-09-12
T792,Traumatic secondary and recurrent haemorrhage,2025-09-12
T793,"Post-traumatic wound infection, not elsewhere classified",2025-09-12
T794,Traumatic shock,2025-09-12
T795,Traumatic anuria,2025-09-12
T796,Traumatic ischaemia of muscle,2025-09-12
T797,Traumatic subcutaneous emphysema,2025-09-12
T798,Other early complications of trauma,2025-09-12
T799,Unspecified early complication of trauma,2025-09-12
T80,,2025-09-12
T800,"Air embolism following infusion, transfusion and therapeutic injection",2025-09-12
T801,"Vascular complications following infusion, transfusion and therapeutic injection",2025-09-12
T802,"Infections following infusion, transfusion and therapeutic injection",2025-09-12
T803,ABO incompatibility reaction,2025-09-12
T804,Rh incompatibility reaction,2025-09-12
T805,Anaphylactic shock due to serum,2025-09-12
T806,Other serum reactions,2025-09-12
T808,"Other complications following infusion, transfusion and therapeutic injection",2025-09-12
T809,"Unspecified complication following infusion, transfusion and therapeutic injection",2025-09-12
T81,,2025-09-12
T810,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",2025-09-12
T811,"Shock during or resulting from a procedure, not elsewhere classified",2025-09-12
T812,"Accidental puncture and laceration during a procedure, not elsewhere classified",2025-09-12
T813,"Disruption of operation wound, not elsewhere classified",2025-09-12
T814,"Infection following a procedure, not elsewhere classified",2025-09-12
T815,Foreign body accidentally left in body cavity or operation wound following a procedure,2025-09-12
T816,Acute reaction to foreign substance accidentally left during a procedure,2025-09-12
T817,"Vascular complications following a procedure, not elsewhere classified",2025-09-12
T818,"Other complications of procedures, not elsewhere classified",2025-09-12
T819,Unspecified complication of procedure,2025-09-12
T82,,2025-09-12
T820,Mechanical complication of heart valve prosthesis,2025-09-12
T821,Mechanical complication of cardiac electronic device,2025-09-12
T822,Mechanical complication of coronary artery bypass and valve grafts,2025-09-12
T823,Mechanical complication of other vascular grafts,2025-09-12
T824,Mechanical complication of vascular dialysis catheter,2025-09-12
T825,Mechanical complication of other cardiac and vascular devices and implants,2025-09-12
T826,Infection and inflammatory reaction due to cardiac valve prosthesis,2025-09-12
T827,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts",2025-09-12
T828,"Other specified complications of cardiac and vascular prosthetic devices, implants and grafts",2025-09-12
T829,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft",2025-09-12
T83,,2025-09-12
T830,Mechanical complication of urinary (indwelling) catheter,2025-09-12
T831,Mechanical complication of other urinary devices and implants,2025-09-12
T832,Mechanical complication of graft of urinary organ,2025-09-12
T833,Mechanical complication of intrauterine contraceptive device,2025-09-12
T834,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",2025-09-12
T835,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",2025-09-12
T836,"Infection and inflammatory reaction due to prosthetic device, implant and graft in genital tract",2025-09-12
T838,"Other complications of genitourinary prosthetic devices, implants and grafts",2025-09-12
T839,"Unspecified complication of genitourinary prosthetic device, implant and graft",2025-09-12
T84,,2025-09-12
T840,Mechanical complication of internal joint prosthesis,2025-09-12
T841,Mechanical complication of internal fixation device of bones of limb,2025-09-12
T842,Mechanical complication of internal fixation device of other bones,2025-09-12
T843,"Mechanical complication of other bone devices, implants and grafts",2025-09-12
T844,"Mechanical complication of other internal orthopaedic devices, implants and grafts",2025-09-12
T845,Infection and inflammatory reaction due to internal joint prosthesis,2025-09-12
T846,Infection and inflammatory reaction due to internal fixation device [any site],2025-09-12
T847,"Infection and inflammatory reaction due to other internal orthopaedic prosthetic devices, implants and grafts",2025-09-12
T848,"Other complications of internal orthopaedic prosthetic devices, implants and grafts",2025-09-12
T849,"Unspecified complication of internal orthopaedic prosthetic device, implant and graft",2025-09-12
T85,,2025-09-12
T850,Mechanical complication of ventricular intracranial (communicating) shunt,2025-09-12
T851,Mechanical complication of implanted electronic stimulator of nervous system,2025-09-12
T852,Mechanical complication of intraocular lens,2025-09-12
T853,"Mechanical complication of other ocular prosthetic devices, implants and grafts",2025-09-12
T854,Mechanical complication of breast prosthesis and implant,2025-09-12
T855,"Mechanical complication of gastrointestinal prosthetic devices, implants and grafts",2025-09-12
T856,"Mechanical complication of other specified internal prosthetic devices, implants and grafts",2025-09-12
T857,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",2025-09-12
T858,"Other complications of internal prosthetic devices, implants and grafts, not elsewhere classified",2025-09-12
T859,"Unspecified complication of internal prosthetic device, implant and graft",2025-09-12
T86,,2025-09-12
T860,Bone-marrow transplant rejection,2025-09-12
T861,Kidney transplant failure and rejection,2025-09-12
T862,Heart transplant failure and rejection,2025-09-12
T863,Heart-lung transplant failure and rejection,2025-09-12
T864,Liver transplant failure and rejection,2025-09-12
T868,Failure and rejection of other transplanted organs and tissues,2025-09-12
T869,Failure and rejection of unspecified transplanted organ and tissue,2025-09-12
T87,,2025-09-12
T870,Complications of reattached (part of) upper extremity,2025-09-12
T871,Complications of reattached (part of) lower extremity,2025-09-12
T872,Complications of other reattached body part,2025-09-12
T873,Neuroma of amputation stump,2025-09-12
T874,Infection of amputation stump,2025-09-12
T875,Necrosis of amputation stump,2025-09-12
T876,Other and unspecified complications of amputation stump,2025-09-12
T88,,2025-09-12
T880,Infection following immunization,2025-09-12
T881,"Other complications following immunization, not elsewhere classified",2025-09-12
T882,Shock due to anaesthesia,2025-09-12
T883,Malignant hyperthermia due to anaesthesia,2025-09-12
T884,Failed or difficult intubation,2025-09-12
T885,Other complications of anaesthesia,2025-09-12
T886,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,2025-09-12
T887,Unspecified adverse effect of drug or medicament,2025-09-12
T888,"Other specified complications of surgical and medical care, not elsewhere classified",2025-09-12
T889,"Complication of surgical and medical care, unspecified",2025-09-12
T90,,2025-09-12
T900,Sequelae of superficial injury of head,2025-09-12
T901,Sequelae of open wound of head,2025-09-12
T902,Sequelae of fracture of skull and facial bones,2025-09-12
T903,Sequelae of injury of cranial nerves,2025-09-12
T904,Sequelae of injury of eye and orbit,2025-09-12
T905,Sequelae of intracranial injury,2025-09-12
T908,Sequelae of other specified injuries of head,2025-09-12
T909,Sequelae of unspecified injury of head,2025-09-12
T91,,2025-09-12
T910,Sequelae of superficial injury and open wound of neck and trunk,2025-09-12
T911,Sequelae of fracture of spine,2025-09-12
T912,Sequelae of other fracture of thorax and pelvis,2025-09-12
T913,Sequelae of injury of spinal cord,2025-09-12
T914,Sequelae of injury of intrathoracic organs,2025-09-12
T915,Sequelae of injury of intra-abdominal and pelvic organs,2025-09-12
T918,Sequelae of other specified injuries of neck and trunk,2025-09-12
T919,Sequelae of unspecified injury of neck and trunk,2025-09-12
T92,,2025-09-12
T920,Sequelae of open wound of upper limb,2025-09-12
T921,Sequelae of fracture of arm,2025-09-12
T922,Sequelae of fracture at wrist and hand level,2025-09-12
T923,"Sequelae of dislocation, sprain and strain of upper limb",2025-09-12
T924,Sequelae of injury of nerve of upper limb,2025-09-12
T925,Sequelae of injury of muscle and tendon of upper limb,2025-09-12
T926,Sequelae of crushing injury and traumatic amputation of upper limb,2025-09-12
T928,Sequelae of other specified injuries of upper limb,2025-09-12
T929,Sequelae of unspecified injury of upper limb,2025-09-12
T93,,2025-09-12
T930,Sequelae of open wound of lower limb,2025-09-12
T931,Sequelae of fracture of femur,2025-09-12
T932,Sequelae of other fractures of lower limb,2025-09-12
T933,"Sequelae of dislocation, sprain and strain of lower limb",2025-09-12
T934,Sequelae of injury of nerve of lower limb,2025-09-12
T935,Sequelae of injury of muscle and tendon of lower limb,2025-09-12
T936,Sequelae of crushing injury and traumatic amputation of lower limb,2025-09-12
T938,Sequelae of other specified injuries of lower limb,2025-09-12
T939,Sequelae of unspecified injury of lower limb,2025-09-12
T94,,2025-09-12
T940,Sequelae of injuries involving multiple body regions,2025-09-12
T941,"Sequelae of injuries, not specified by body region",2025-09-12
T95,,2025-09-12
T950,"Sequelae of burn, corrosion and frostbite of head and neck",2025-09-12
T951,"Sequelae of burn, corrosion and frostbite of trunk",2025-09-12
T952,"Sequelae of burn, corrosion and frostbite of upper limb",2025-09-12
T953,"Sequelae of burn, corrosion and frostbite of lower limb",2025-09-12
T954,Sequelae of burn and corrosion classifiable only according to extent of body surface involved,2025-09-12
T958,"Sequelae of other specified burn, corrosion and frostbite",2025-09-12
T959,"Sequelae of unspecified burn, corrosion and frostbite",2025-09-12
T96,,2025-09-12
T97,,2025-09-12
T98,,2025-09-12
T980,Sequelae of effects of foreign body entering through natural orifice,2025-09-12
T981,Sequelae of other and unspecified effects of external causes,2025-09-12
T982,Sequelae of certain early complications of trauma,2025-09-12
T983,"Sequelae of complications of surgical and medical care, not elsewhere classified",2025-09-12
V01,,2025-09-12
V010,Nontraffic accident,2025-09-12
V011,Traffic accident,2025-09-12
V019,Unspecified whether traffic or nontraffic accident,2025-09-12
V02,,2025-09-12
V020,Nontraffic accident,2025-09-12
V021,Traffic accident,2025-09-12
V029,Unspecified whether traffic or nontraffic accident,2025-09-12
V03,,2025-09-12
V030,Nontraffic accident,2025-09-12
V031,Traffic accident,2025-09-12
